news_id,Title,Date,Tags,URL,Classification,Justification,Cable Name,Countries Involved
67,Quintillion Updates on Arctic Cable Repairs,2023-07-06T09:59:10-04:00,"Arctic, cable fault, digital infrastructure, Quintillion, submarine cable, telecoms",https://subtelforum.com/quintillion-updates-on-arctic-cable-repairs/,Environmental,"The cable break was caused by ""an ice scouring event,"" which is a natural phenomenon where floating ice drifts into shallower areas and damages seabed infrastructure. This fits the Environmental category as the root cause is a natural event, not human activity, geopolitical action, or aging.",Unknown,Unknown
68,Vietnam’s APG Undersea Cable Malfunctions Post-Repair,2023-06-30T10:32:43-04:00,"APG, cable fault, digital infrastructure, submarine cable, telecoms, Undersea Cable, Vietnam",https://subtelforum.com/vietnams-apg-undersea-cable-malfunctions-post-repair/,Aging,"The article mentions repeated malfunctions in the APG undersea cable, including a recent failure immediately after repairs were completed, suggesting issues related to degradation or maintenance rather than external causes like human activity, environmental factors, or geopolitical actions.",Unknown,Vietnam
69,Vietnam’s Undersea Cable Fix by June End,2023-06-15T12:21:41-04:00,"cable fault, digital infrastructure, maintenance, submarine cable, telecoms, Undersea Cable, Vietnam",https://subtelforum.com/vietnams-undersea-cable-fix-by-june-end/,Aging,"The article mentions that repairs are being conducted on the APG cable lines (S7, S4, S6, and S9), with errors found on the S7 line. The APG cable was put into operation in 2016, and repeated repairs suggest degradation or aging-related issues as the cause.",Unknown,Vietnam
70,Ship Owners Charged for Coral Sea Cable Damage,2023-05-25T13:42:07-04:00,"cable fault, cable protection, Coral Sea Cable, legal, submarine cable",https://subtelforum.com/ship-owners-charged-for-coral-sea-cable-damage/,Human Activity,"The damage to the Coral Sea (CS²) subsea cable was caused by a ship's anchor due to mismanagement and technical deficiencies, including outdated navigational charts. This clearly falls under human activity as it involves accidental damage by maritime operations.",Unknown,Unknown
71,Vietnam-Hong Kong Cable Connection Restored,2023-05-24T10:42:29-04:00,"AAG, cable faults, IA, SMW3, submarine cable, Vietnam",https://subtelforum.com/vietnam-hong-kong-cable-connection-restored/,Aging,"The article discusses multiple undersea cable faults and repairs, emphasizing that the AAG cable was put into operation in 2009 and that several branches of the cable system have experienced issues, which suggests degradation over time.",AAG,"IA, Vietnam"
72,Undersea Cables Repaired in Vietnam,2023-05-18T13:58:13-04:00,"cable faults, IA, Internet, SMW3, submarine cable, Vietnam",https://subtelforum.com/undersea-cables-repaired-in-vietnam/,Human Activity,"The article mentions multiple undersea cables encountering problems, with some being repaired and others expected to be fixed soon. While the exact cause isn't explicitly stated, the context suggests operational failures or accidents (e.g., ""malfunctioning,"" ""serious failures,"" ""breakdowns""), which are typical of human activity-related incidents like shipping damage, fishing, or construction. There is no indication of geopolitical conflict, natural disasters, or aging as the primary cause.",Unknown,"IA, Vietnam"
73,"Solomons Internet, Mobile Hit by Cable Damage",2023-05-12T10:42:37-04:00,"cable fault, Internet, Solomons, submarine cable",https://subtelforum.com/solomons-internet-mobile-hit-by-cable-damage/,Human Activity,"The damage to the Solomon Islands' submarine cable was explicitly caused by a foreign vessel dropping its anchor on the cable, which is an accident related to maritime activity.",Unknown,Unknown
74,Vietnam’s Undersea Cables Fixed by End June,2023-05-09T15:24:38-04:00,"cable faults, Internet, submarine cable, Vietnam",https://subtelforum.com/vietnams-undersea-cables-fixed-by-end-june/,Aging,"The article mentions multiple undersea internet cables malfunctioning without attributing the cause to geopolitical actions, human activity, or environmental events. The focus is on repairs and maintenance, suggesting the issue is due to aging or degradation of the cables.",Unknown,Vietnam
75,Singtel Affected by Submarine Cable Damage,2023-03-28T10:58:25-04:00,"cable fault, Internet, Singtel, submarine cable, telecoms",https://subtelforum.com/singtel-affected-by-submarine-cable-damage/,Human Activity,"The article explicitly states that the submarine cables were damaged due to fishing-related activities, which falls under human-caused incidents. While seabed movements caused by earthquakes are mentioned, the primary cause is attributed to human activity (fishing).",Unknown,Unknown
76,Last Cable Connecting Vietnam Breaks Down,2023-02-22T10:27:38-05:00,"cable fault, SEA-ME-WE 3, SMW3, submarine cable, Vietnam",https://subtelforum.com/last-cable-connecting-vietnam-breaks-down/,Aging,"The article mentions that the SMW3 cable is outdated and going to be decommissioned, and it highlights failures in multiple cables (AAG, APG, IA, AAE-1) without attributing them to geopolitical actions, human activity, or environmental causes. The focus is on the cables' condition and age.",Unknown,Vietnam
77,Half of Vietnamâs International Capacity Restored,2023-02-13T09:58:43-05:00,"cable fault, Internet, submarine cable, telecoms, Vietnam",https://subtelforum.com/half-of-vietnams-international-capacity-restored/,Aging,"The article mentions that four submarine cables (AAG, AAE-1, APG, and IA) are experiencing issues, leading to significant loss of international Internet connections. The focus is on technical measures and capacity restoration, with no indication of geopolitical conflict, human activity, or environmental causes. The repeated emphasis on cable issues and restoration efforts suggests degradation or aging as the primary cause.",Unknown,Vietnam
78,Four Cable Faults Impact Vietnam Telecoms,2023-01-31T10:59:39-05:00,"AAE, AAG, APG, cable fault, Intra-Asia, submarine cable, Vietnam",https://subtelforum.com/four-cable-faults-impact-vietnam-telecoms/,Aging,"The article mentions that multiple undersea cables (AAE, AAG, APG) have had unresolved problems since 2022 and early 2023, and the SMW3 cable is outdated and about to be decommissioned. These issues point to long-term degradation and lack of maintenance rather than sudden human activity, environmental events, or geopolitical actions.","AAG, APG",Vietnam
79,"Submarine Cable Damage Impacts Asia, Africa",2022-11-30T10:41:54-05:00,"cable fault, Pakistan, SEAMEAWE5",https://subtelforum.com/submarine-cable-damage-impacts-asia-africa/,Human Activity,"The article mentions that cable builders prefer not to work on land due to the risk of damage from careless backhoes or bulldozers, implying that human activity (such as construction or excavation) likely caused the cable cut.",Unknown,Pakistan
80,SHEFA-2 Cable Fault Has Been Repaired,2022-11-14T10:56:39-05:00,"cable fault, kingfisher, Shefa2, submarine cable",https://subtelforum.com/shefa-2-cable-fault-has-been-repaired/,Human Activity,"The article mentions that the cable damage is sensitive to external impacts such as anchoring, fishing gear, or other seabed intervention equipment, which are all human activities.",Unknown,Unknown
81,Fishing Vessel Likely Cause of SHEFA-2 Fault,2022-10-27T08:35:31-04:00,"cable cut, cable fault, SHEFA 2, Shetland Island, submarine cable",https://subtelforum.com/fishing-vessel-likely-cause-of-shefa-2-fault/,Human Activity,"The article explicitly states that the damage to the SHEFA-2 cable was likely caused by a fishing vessel, as confirmed by the managing director of NET. Previous incidents involving fishing vessels damaging the same cable further support this classification.",Unknown,Unknown
82,PNG DataCo Cable Fault Update 4,2022-10-25T18:50:21-04:00,"cable fault, earthquake, KSCN, PNG DataCo, PPC1, submarine cable",https://subtelforum.com/png-dataco-cable-fault-update-4/,Environmental,"The article explicitly mentions that the disruption of service was caused by an earthquake, which is a natural event.",Unknown,Unknown
83,SubCom to Repair PCC-1 Earthquake Damage,2022-10-25T18:50:37-04:00,"cable fault, DataCo, PCC1, SubCom, submarine cable, TPG Telecom",https://subtelforum.com/subcom-to-repair-pcc-1-earthquake-damage/,Environmental,"The article explicitly states that the damage to the PPC-1 submarine cable was caused by an earthquake in Papua New Guinea, which is a natural event.",Unknown,Unknown
84,PNG Earthquake Causing Multiple Cable Disruptions,2022-10-25T18:51:15-04:00,"cable fault, earthquake, KSCN, PNG DataCo, PPC1, submarine cable",https://subtelforum.com/png-earthquake-causing-multiple-cable-disruptions/,Environmental,"The article clearly states that the service disruptions were caused by a 7.7 magnitude earthquake, which is a natural event. The earthquake affected the Kumul Submarine Cable Network (KSCN) Express Link and the PPC-1 Cable, leading to multiple breakages.",Unknown,Unknown
85,Malfunction On IMEWE Causing Disruption,2022-09-12T09:03:29-04:00,"cable fault, Cadmos, IMEWE, Ogero, submarine cable",https://subtelforum.com/malfunction-on-imewe-causing-disruption/,Aging,"The article mentions a ""malfunction"" on the IMEWE submarine cable, which suggests a technical failure likely due to wear and tear or degradation over time, rather than external causes like human activity, environmental factors, or geopolitical issues.",Unknown,Unknown
86,Greenland Connect Repairs Have Been Completed,2022-08-31T10:06:21-04:00,"CS Cable Vigilance, Greenland Connect, Submarine Cable Repair, Tusass",https://subtelforum.com/greenland-connect-repairs-have-been-completed/,Human Activity,"The article mentions slower connections due to submarine cable repair, which implies human intervention to fix the cable.",Greenland Connect,Tusass
87,Sea-Me-We-5 Fault Causing Disruptions,2022-08-18T11:29:56-04:00,"cable fault, SeaMWWE5, SMW5, submarine cable",https://subtelforum.com/sea-me-we-5-fault-causing-disruptions/,Human Activity,"The damage to the SEAMEWE-5 cable was caused by a 'fibre cut in terrestrial network' near the Suez Canal, which is a high-traffic shipping route. The article mentions that the cable's land segment in Egypt was specifically designed to avoid ship movement disturbances, implying human activity (e.g., construction or ship-related accidents) as the likely cause.",Unknown,Unknown
88,Greenland Connect Repair to Start This Month,2022-08-10T14:54:51-04:00,"Greenland Connect, repair, submarine cable, Tusass",https://subtelforum.com/greenland-connect-repair-to-start-this-month/,Aging,"The article mentions a power failure on the submarine cable, which impairs operational safety, and references past breaches, suggesting degradation or maintenance issues over time.",Greenland Connect,Tusass
89,APG Experiencing Loss of Service From Fault,2022-07-28T14:21:57-04:00,"APG, fault, Listen Now, submarine cable",https://subtelforum.com/apg-experiencing-loss-of-service-from-fault/,Aging,"The article mentions a previous incident with the same cable system (APG) in December 2021, suggesting a recurring issue, and does not attribute the current error to external causes like human activity, environmental events, or geopolitical conflict. This implies the cable may be suffering from degradation or maintenance issues over time.",Unknown,Unknown
90,Internet Disruptions in Africa & Asia from AAE-1 Fault,2022-06-09T14:34:45-04:00,"AAE1, cable fault, SMW5, submarine cable",https://subtelforum.com/internet-disruptions-in-africa-asia-from-aae-1-fault/,Human Activity,"The article mentions disruptions to the AAE1 and SMW5 submarine cables, with past incidents involving ship anchors and undersea rock formations, which are human-related activities or accidents rather than natural or geopolitical causes.",Unknown,Unknown
91,Coral Sea Cable Shunt Fault Repair Postponed Again,2022-05-20T09:16:16-04:00,"C2C, Coral Sea Cable, Listen Now, PNG DataCo, shunt fault, Submarine Cable Repair",https://subtelforum.com/coral-sea-cable-shunt-fault-repair-postponed-again/,Aging,"The article mentions a ""shung fault"" and the need for repairs due to faulty equipment and parts in DataCo nodes, indicating degradation or maintenance issues with the Coral Sea Cable System (CS2).",Unknown,C2C
92,Coral Sea Cable System Shunt Fault Repair Rescheduled,2022-05-06T10:09:43-04:00,"cable repair, Coral Sea Cable System, CS2, Listen Now, PNG DataCo",https://subtelforum.com/coral-sea-cable-system-shunt-fault-repair-rescheduled/,Aging,"The article mentions a shunt fault detected in the Coral Sea Cable System (CS2) since its commissioning, posing a risk to its operation. The planned outage is a precautionary measure to address this fault, indicating degradation or maintenance issues related to the cable's aging infrastructure.",Unknown,Unknown
93,Internet Outage in Indonesia Due to Submarine Cable Cut,2022-04-13T14:13:58-04:00,"Listen Now, PT Telekom Indonesia, SMPCS, submarine cable fault, Sulawesi Maluku Papua Cable System",https://subtelforum.com/internet-outage-in-indonesia-due-to-submarine-cable-cut/,Human Activity,"The cable break is likely caused by human activity, as the incident occurred at a relatively shallow depth (59m) where fishing or ship anchors are common causes of damage. There is no mention of natural events or geopolitical conflict directly causing the break.",Unknown,Unknown
94,Vietnam’s AAG Repair Complete,2022-03-16T10:37:54-04:00,"AAG, cable repair, submarine cable, Vietnam",https://subtelforum.com/vietnams-aag-repair-complete/,Human Activity,"The article mentions repairs being completed on multiple submarine cable systems (AAG, IA, APG) due to detected problems and malfunctions, which suggests human intervention (maintenance or repair) was needed to restore connectivity, rather than natural or geopolitical causes.",AAG,Vietnam
95,Repair of Tonga’s Domestic Cable Could Take a Year,2022-03-04T13:36:46-05:00,"cable fault, seabed research, Tonga, Tonga Cable Ltd",https://subtelforum.com/repair-of-tongas-domestic-cable-could-take-a-year/,Environmental,"The cable damage was caused by a volcanic eruption and subsequent tsunami, which are natural environmental events. The article explicitly mentions the cable being ripped apart by the eruption and buried under volcanic debris, with the seabed dramatically altered by the event.",Unknown,Tonga
96,IA and APG Cable System Repairs Complete,2022-03-02T08:43:45-05:00,"AAG, APG, cable fault, IA, submarine cable",https://subtelforum.com/ia-and-apg-cable-system-repairs-complete/,Aging,"The article highlights repeated issues with the AAG cable since its installation in 2009, including frequent problems and delayed repairs, suggesting degradation due to age.","AAG, APG",IA
97,Tonga Cable Successfully Repaired,2022-02-22T15:00:15-05:00,"fault repaired, submarine cable, Tonga Cable",https://subtelforum.com/tonga-cable-successfully-repaired/,Environmental,"The cable damage was caused by a volcanic eruption and subsequent tsunami, which are natural events.",Unknown,Unknown
98,80km Stretch of Tonga Cable In Pieces From Eruption,2022-02-16T10:00:53-05:00,"cable fault, Reliance, Tonga Cable",https://subtelforum.com/80km-stretch-of-tonga-cable-in-pieces-from-eruption/,Environmental,"The cable damage was caused by a volcanic eruption, which is a natural event, leading to shockwaves, tsunami, and seabed disruption. The article explicitly mentions the eruption as the cause of the cable being ""blown to bits"" and displaced.",Unknown,Unknown
99,Additional Breaks To Tonga Cable Push Repair Date Back,2022-02-09T11:36:31-05:00,"Reliance, submarine cable, Tonga fault",https://subtelforum.com/additional-breaks-to-tonga-cable-push-repair-date-back/,Environmental,"The article clearly attributes the cable breaks to the violent eruption of the Hunga Tonga-Hunga Ha'apai volcano, which caused tsunamis and shock waves, damaging both international and domestic cables. This is a natural event, fitting the ""Environmental"" category.",Unknown,Tonga
100,Falcon Submarine Cable To Be Fully Repaired By Feb 9,2022-02-07T09:05:20-05:00,"Falcon, GCX, submarine cable fault",https://subtelforum.com/falcon-submarine-cable-to-be-fully-repaired-by-feb-9/,Human Activity,"The article mentions repair work being conducted on the Falcon submarine cable, indicating that the disruption was likely caused by human-related activities such as maintenance or accidental damage, rather than geopolitical, environmental, or aging factors.",Unknown,Unknown
101,Internet In Yemen Returns After Four Day Outage,2022-01-26T08:20:30-05:00,"Falcon, SEAMEWE5, submarine cable",https://subtelforum.com/internet-in-yemen-returns-after-four-day-outage/,Geopolitical,"The internet outage in Yemen was caused by a Saudi-led coalition air raid targeting a telecoms facility, which is directly related to military actions and international conflict. This falls under geopolitical causes as it involves nation-state conflicts and warfare.",Unknown,SEAMEWE5
102,Falcon Cable Fault Believed To Be From Air Strike,2022-01-25T11:20:47-05:00,"cable fault, Falcon",https://subtelforum.com/falcon-cable-fault-believed-to-be-from-air-strike/,Geopolitical,"The incident was caused by an airstrike on a telecom hub in Al Hudaydah, which is a direct result of military action, falling under geopolitical conflict.",Unknown,Unknown
103,Digicel Using CS Reliance To Evaluate Tonga Cable Fault,2022-01-18T09:00:53-05:00,"cable fault, CS Reliance, Digicel, Tonga",https://subtelforum.com/digicel-using-cs-reliance-to-evaluate-tonga-cable-fault/,Environmental,"The cable breaks are linked to recent volcanic activity, which is a natural event.",Unknown,"Digicel, Tonga"
104,Volcanic Eruption Takes Out Both Tonga Cables,2022-01-17T12:08:22-05:00,"cable fault, submarine cable, TDCE, Tonga Volcano, Tonga-Fiji",https://subtelforum.com/volcanic-eruption-takes-out-both-tonga-cables/,Unknown,Failed to scrape article.,Unknown,Tonga
105,Fault Reported on Sea-MeWe-4,2022-01-13T13:39:01-05:00,"cable fault, SeaMeWe4 Fault, SMW4",https://subtelforum.com/fault-reported-on-sea-mewe-4/,Aging,"The article mentions a fault in the submarine cable SMW4 without indicating any external causes like human activity, environmental events, or geopolitical conflicts. The focus is on the fault itself and the need for repairs, suggesting degradation or aging as the likely cause.",Unknown,Unknown
106,Svalbard Suffers Power Fault On Subsea Fiber Cable,2022-01-10T15:55:57-05:00,"cable fault, submarine cable, Svalbard",https://subtelforum.com/svalbard-suffers-power-fault-on-subsea-fiber-cable/,Unknown,Failed to scrape article.,Unknown,Unknown
107,APG Repairs To Begin In February,2021-12-27T12:36:33-05:00,"APG, cable fault, submarine cable",https://subtelforum.com/apg-repairs-to-begin-in-february/,Aging,"The article highlights repeated technical problems and faults in the APG undersea cable, including multiple disruptions in a short timeframe and extended repair periods, suggesting degradation or wear over time.",Unknown,Unknown
108,Sea-Me-We-4 Fault Slows Internet in Pakistan,2021-12-27T11:38:26-05:00,"cable fault, SEAMEWE4, submarine cable",https://subtelforum.com/sea-me-we-4-fault-slows-internet-in-pakistan/,Aging,"The article mentions a ""fault"" in the SEA-ME-WE 4 submarine cable, which suggests degradation or wear over time rather than external causes like human activity, environmental events, or geopolitical actions. The need for repair work further supports the classification as an aging-related issue.",Unknown,Unknown
109,AAE-1 Cut Causes Slow Internet Across Pakistan,2021-12-22T14:34:13-05:00,"AAE1, cable fault, Pakistan, submarine cable",https://subtelforum.com/aae-1-cut-causes-slow-internet-across-pakistan/,Human Activity,"The article states that the cable damage was ""probably by some vessel activity,"" indicating that the cause was related to human operations (e.g., shipping or fishing) rather than natural events, geopolitical actions, or aging infrastructure.",Unknown,Pakistan
110,AAG Still Not Fixed And APG Now Has Another Fault,2021-12-20T15:07:33-05:00,"AAG, APG, cable fault, Vietnam",https://subtelforum.com/aag-still-not-fixed-and-apg-now-has-another-fault/,Aging,"The article highlights that SMW3 is an old cable (operated since 1999) and is about to be liquidated, indicating degradation due to age. Additionally, the repeated incidents and prolonged repair times suggest systemic issues related to aging infrastructure.","AAG, APG",Vietnam
111,Two of Three Damaged Cables In Vietnam Repaired,2021-12-07T09:21:39-05:00,"AAE1, AAG, APG, cable fault, cable repair, submarine cable",https://subtelforum.com/two-of-three-damaged-cables-in-vietnam-repaired/,Aging,"The article mentions multiple incidents with submarine cables (APG, AAE-1, AAG) over a short period, with no indication of human activity, environmental causes, or geopolitical conflict. The APG cable, operational since 2016, and the recurring issues suggest degradation or aging as the likely cause.","AAG, APG",Unknown
112,Vietnam Internet Cable Cable Broken Third Time In A Year,2021-11-01T11:40:35-04:00,"AAG, cable fault, S1i branch, submarine cable",https://subtelforum.com/vietnam-internet-cable-cable-broken-third-time-in-a-year/,Aging,"The article mentions repeated breakdowns of the Asia America Gateway (AAG) cable, including three incidents in a single year and a history of frequent failures since 2017, indicating degradation due to age and wear. The Asia Africa Europe (AAE-1) cable's unresolved issue further suggests prolonged use without adequate maintenance.",AAG,Unknown
113,"AAE-1 October 11, 2021 Fault Repaired",2021-10-13T13:14:19-04:00,"AAE1, fault, repari, submarine cable",https://subtelforum.com/aae-1-october-11-2021-fault-repaired/,Human Activity,"The article mentions a submarine cable fault near Fujairah, UAE, and the AAE-1 cable being cut, with repair work underway. While the exact cause isn't specified, such faults are typically due to human activities like ship anchors, fishing, or construction rather than natural events or geopolitical actions.",Unknown,Unknown
114,AAE-1 Fault Repairs Not Anticipated Until November,2021-09-23T19:03:38-04:00,"AAE1, fault, submarine cable, Vietnam",https://subtelforum.com/aae-1-fault-repairs-not-anticipated-until-november/,Aging,"The article mentions repeated errors on the AAE-1 and AAG submarine cables, with the AAE-1 cable having been in operation since 2017. The recurring issues suggest degradation or wear over time, which aligns with the Aging category.",Unknown,Vietnam
115,Asia-Africa-Europe 1 Undersea Cable Has Problem Again,2021-09-08T08:24:28-04:00,"AAE1, cable fault",https://subtelforum.com/asia-africa-europe-1-undersea-cable-has-problem-again/,Aging,"The article mentions that this is the second time the AAE-1 cable system has faced a problem in 2021, suggesting recurring issues likely due to aging or degradation over time. No direct cause like human activity, environmental factors, or geopolitical conflict is indicated.",Unknown,Unknown
116,Vocus’ Australia Singapore Cable Breaks,2021-08-02T15:05:38-04:00,"ASC, Australia-Singapore Cable, cable fault, Vocus",https://subtelforum.com/vocus-australia-singapore-cable-breaks/,Human Activity,"The article mentions that the cause of the cable break is yet to be determined but is often due to ships dropping anchor in restricted areas, which directly points to human activity as the likely cause.",Unknown,Australia
117,Vietnam’s Internet Cable Breaks Twice In One Month,2021-07-20T13:44:49-04:00,"AAG, fault, submarine cable, Vitenam",https://subtelforum.com/vietnams-internet-cable-breaks-twice-in-one-month/,Aging,"The article highlights repeated issues with the Asia America Gateway (AAG) undersea cable, including frequent ruptures and repairs, suggesting degradation or wear over time. The cable's age (connected in 2009) and its history of problems point to aging infrastructure as the primary cause.",AAG,Vitenam
118,AAE-1 Undersea Fiber Optic Cable Repairs Delayed,2021-06-23T11:50:21-04:00,"AAE1, repair, submarine cable",https://subtelforum.com/ae-1-undersea-fiber-optic-cable-repairs-delayed/,Aging,"The article discusses a delay in repairs to the AAE-1 undersea fiber optic cable due to a problem in its S1H.1 section, which caused service disruptions. The focus is on the cable's operational issues and repair schedule, indicating degradation or maintenance-related causes rather than geopolitical, human activity, or environmental factors.",Unknown,Unknown
119,2020 SAT-3 & WACS Faults Possibly Caused by Massive Mudslide,2021-06-02T11:08:51-04:00,"Angola Cables, BT, cable fault, NERC Environmental, SAT3, submarine cable, Vodafone, WACS",https://subtelforum.com/sat-3-wacs-faults-possibly-caused-by-massive-mudslide/,Environmental,"The article describes cable faults caused by natural events such as submarine mud slides, current abrasion, underwater landslides, and seismic activity, specifically mentioning the SAT-3/Wasc cable break due to a mud slide triggered by a Congo River flood.",Unknown,"WACS, BT"
120,CS Sovereign Repairing Liberty Cable,2021-06-01T08:41:53-04:00,"CS Sovereign, Liberty Cable, repair",https://subtelforum.com/cs-sovereign-repairing-liberty-cable/,Human Activity,"The article mentions an emergency fiber optic cable repair being undertaken by Global Marine, indicating that the damage was likely caused by human-related activities such as shipping, fishing, or construction.",Unknown,Unknown
121,Internet In Mauritius Will Be Slow until June 1,2021-05-27T11:44:23-04:00,"cable repair, Mauritius Telecom, METTISS, SAFE, SAT3",https://subtelforum.com/internet-in-mauritius-will-be-slow-until-june-1/,Aging,"The article mentions repair work being carried out on the SAT3 and SAFE submarine cables, as well as the LION system, due to damage. This suggests the cables required maintenance or suffered degradation over time, fitting the ""Aging"" category.",Unknown,Unknown
122,Sea-Me-We-4 Maintenance Will Slow Speeds May 28,2021-05-24T16:36:13-04:00,"disruption, maintenance, SEAMEWE4, submarine cable",https://subtelforum.com/sea-me-we-4-maintenance-will-slow-speeds-may-28/,Aging,"The article explicitly mentions maintenance work being conducted on the SEA-ME-WE-4 submarine cable, which involves replacing an existing underground cable route. Maintenance is directly tied to the Aging category, as it addresses the need to update or repair older infrastructure.",Unknown,Unknown
123,Sulawesi Maluku Papua Cable System Disruption,2021-05-03T09:30:59-04:00,"PT Telekom, SMPCS",https://subtelforum.com/sulawesi-maluku-papua-cable-system-disruption/,Geopolitical,"The internet disruption is directly linked to military operations in West Papua, which involve Indonesian security forces and the West Papua Liberation Army, indicating a geopolitical conflict.",Unknown,Unknown
124,Subsea Environment Services To Decommission Tat-14,2021-04-30T10:10:18-04:00,"Decommission, Recycling, Red PEngion Marine, Subsea Environmental Services, Tat-14",https://subtelforum.com/subsea-environment-services-to-decommission-tat-14/,Aging,"The article discusses the decommissioning of the TAT-14 telecommunications cable system, which is explicitly described as a retired submarine cable. The focus is on removal, recycling, and the aging infrastructure, with no mention of geopolitical conflict, human activity, or environmental causes.",Unknown,Unknown
125,Internet Resumes After Repairs To IA and APG Complete,2021-03-01T11:43:57-05:00,"APG, completed repair, IA, Internet, submarine cable, Vietnam",https://subtelforum.com/internet-resumes-after-repairs-to-ia-and-apg-complete/,Human Activity,"The disruptions were caused by repair work delays due to the Covid-19 pandemic, which hindered international partners from obtaining permits for repair ships. This falls under human activity as it involves logistical and administrative challenges rather than natural events, geopolitical actions, or cable aging.",Unknown,"IA, Vietnam"
126,Outages Affect WIOCC Clients In Multiple African Countries,2021-02-23T14:41:28-05:00,"EIG, Outage, SEAMEWE5, submarine cable, WIOCC",https://subtelforum.com/outages-affect-wiocc-clients-in-multiple-african-countries/,Human Activity,"The incident was caused by interruptions on the SeaMeWe5 and Europe India Gateway (EIG) submarine cables, which typically result from human activities such as construction, ship anchor damage, or other accidental disruptions. There is no mention of natural events or aging as the cause.",EIG,SEAMEWE5
127,Pakistan Experiencing Another Cable Fault,2021-02-18T11:51:55-05:00,"fault, glitch, Pakistan Telecommunication Authority, SEA-ME-WE 5",https://subtelforum.com/pakistan-experiencing-another-cable-fault/,Human Activity,"The fault in the SEA-ME-WE 5 cable is attributed to a ""glitch"" and repair work is being conducted by international counterparts, suggesting human-led maintenance or operational issues rather than natural causes, geopolitical actions, or aging.",Unknown,Unknown
128,Pakistan’s IMEWE Submarine Cable System Offline,2021-02-12T11:40:54-05:00,"cable fault, IMEWE, offline, Pakistan",https://subtelforum.com/pakistans-imewe-submarine-cable-system-offline/,Aging,"The article discusses an outage of the IMEWE submarine cable without mentioning any specific geopolitical conflict, human activity, or environmental event as the cause, suggesting the issue is likely due to aging infrastructure or maintenance.",Unknown,Pakistan
129,Sea-Me-We-5 to Undergo Repairs This Week,2021-01-25T15:09:55-05:00,"Bangladesh, BSCCL, repair, SEA-ME-WE 5, slow internet, submarine cable",https://subtelforum.com/sea-me-we-5-to-undergo-repairs-this-week/,Aging,"The article mentions repair work and maintenance schedule for the SU-ME-WE-5 cable, indicating planned maintenance likely due to aging or degradation of the cable.",Unknown,Bangladesh
130,"Two international undersea optical cables, IA and APG, had problems",2021-01-11T16:25:45-05:00,"AI, APG, service interruption, submarine cable, Vitenam",https://subtelforum.com/two-international-undersea-optical-cables-ia-and-apg-had-problems/,Human Activity,"The article mentions cable errors on specific segments (segment 1 of IA and S3 branch of APG) without any indication of natural events, geopolitical actions, or aging-related degradation, suggesting accidental damage or operational faults.",APG,Vitenam
131,i2i Submarine Cable Maintenance Work Completed,2020-11-06T10:37:01-05:00,"Bangladesh, I2I, Internet, maintenance, SEAMEWE4, submarine cable",https://subtelforum.com/i2i-submarine-cable-maintenance-work-completed/,Human Activity,"The article discusses maintenance work and upgrading activities on the Seabone cable and i2i cable network, which are human-initiated actions to improve or repair the infrastructure. The cause of the service interruption was directly related to these planned activities, not natural events, geopolitical issues, or aging.",Unknown,Bangladesh
132,Bangladesh Internet Slow for Next 6 Days,2020-10-26T09:57:32-04:00,"Bangladesh, I2I, Internet, maintenance, SEAMEWE4, submarine cable",https://subtelforum.com/bangladesh-internet-slow-for-next-6-days/,Aging,"The article mentions emergency maintenance on the I2I circuit and SMW-4 circuits to avoid unplanned outages, indicating degradation or aging infrastructure as the cause.",Unknown,Bangladesh
133,PLDT Completes Line Maintenance Ahead of Schedule,2020-09-29T11:39:53-04:00,"AAG, maintenance, Philippines, PLDT, submarine cable",https://subtelforum.com/pldt-completes-line-maintenance-ahead-of-schedule/,Aging,"The incident was caused by emergency maintenance on the AAG submarine cable due to ""degraded"" connectivity, indicating aging infrastructure as the root cause.",AAG,Philippines
134,PLDT to Reduce Impact of Undersea Cable Upkeep,2020-09-24T10:28:16-04:00,"AAG, maintenance, Philippines, PLDT, submarine cable",https://subtelforum.com/pldt-to-reduce-impact-of-undersea-cable-upkeep/,Aging,"The article discusses scheduled emergency maintenance activities on the Asian American Gateway (AAG) cable, which was laid in 2009. The mention of regular maintenance and the age of the cable (over a decade old) suggests degradation or wear as the cause.",AAG,Philippines
135,CS Responder Sank During Firefighting Efforts,2020-09-12T13:51:26-04:00,"cable ship, fire, KT Submarine, Responder, sunk",https://subtelforum.com/cs-responder-sank-during-firefighting-efforts/,Human Activity,"The incident was caused by a fire on the cable-laying ship RESPONDER during its operations, leading to its sinking after firefighting efforts. The cause is directly related to human activity (accidental fire during ship operations) rather than geopolitical, environmental, or aging factors.",Unknown,Unknown
136,"CS Responder Fire, All 60 Personnel Evacuated",2020-09-11T13:56:09-04:00,"accident, cable ship, KT Submarine, Responder, submarine cable",https://subtelforum.com/cs-responder-fire-all-60-personnel-evacuated/,Human Activity,"The incident was caused by a fire on board the cable-laying ship RESPONDER, which is directly related to human operational activity and equipment failure.",Unknown,Unknown
